@relation yeast
@attribute atr1 numeric
@attribute atr2 numeric
@attribute atr3 numeric
@attribute atr4 numeric
@attribute atr5 numeric
@attribute atr6 numeric
@attribute atr7 numeric
@attribute atr8 numeric
@attribute atr9 numeric
@attribute atr10 numeric
@attribute atr11 numeric
@attribute atr12 numeric
@attribute atr13 numeric
@attribute atr14 numeric
@attribute atr15 numeric
@attribute atr16 numeric
@attribute atr17 numeric
@attribute atr18 numeric
@attribute atr19 numeric
@attribute atr20 numeric
@attribute Classe {cluster1,cluster2,cluster3,cluster4}

@data
0.03525,0.10675,-0.135,0.04525,-0.287,0.15125,-0.05775,0.00925,-0.021,-0.115,-0.12325,0.00625,-0.15275,0.0655,-0.17725,-0.00375,0.18125,0.107,0.0545,0.364,cluster3
0.112,0.4315,-0.01425,0.09775,-0.13525,0.4275,0.12975,0.27025,0.23275,-0.31975,-0.05275,0.39975,0.1625,0.2235,0.16075,0.1945,0.2115,0.21975,-0.04275,0.41475,cluster3
0.03425,-0.026,0.142,-0.025,0.01125,0.02175,-0.024,0.07425,0.0135,0.2035,0.22975,0.03875,0.10075,0.0565,0.22625,-0.018,-0.096,0.05,0.0585,0.366,cluster3
-0.112,0.2155,-0.171,0.1855,-0.36425,-0.10075,-0.08325,-0.061,0.0055,-0.2755,-0.0245,0.0765,-0.05625,0.01675,-0.20125,0.202,0.1155,0.0635,0.082,0.2285,cluster3
0.0105,0.275,0.39725,0.2355,0.00075,0.02925,0.074,0.25125,0.23725,-0.0715,0.19525,0.132,0.417,0.155,0.18875,0.141,0.08325,0.1735,0.18175,0.56625,cluster3
-0.01975,0.28975,-0.129,0.105,-0.2385,-0.07425,0.02375,-0.07425,-0.03925,-0.06025,0.208,-0.11775,0.1505,0.0335,0.12725,0.16425,0.217,0.11875,0.04,0.55775,cluster3
0.0765,0.192,-0.01725,0.19775,-0.181,0.06975,-0.0325,0.16625,0.05325,-0.15975,0.136,0.167,0.24325,0.125,0.017,0.1345,0.252,0.144,0.062,0.51575,cluster3
0.07525,0.219,-0.212,0.21375,-0.2555,0.16975,0.04525,0.07375,0.06925,-0.19125,0.04,0.0435,0.08825,0.0685,0.0015,0.033,0.175,0.05525,0.02175,0.3775,cluster3
-0.043,0.19225,0.13475,0.0735,-0.051,0.072,-0.0335,0.1975,0.1175,-0.1145,0.145,0.0795,0.104,0.057,0.21275,-0.011,-0.1255,0.053,0.16175,0.65625,cluster3
-0.069,0.0805,0.07075,0.0975,-0.11725,0.018,-0.05875,0,-0.00525,-0.35125,0.1025,-0.07975,0.05625,0.0575,-0.07875,0.0915,0.15375,-0.0205,0.10325,0.5015,cluster3
0.06025,0.0675,-0.36975,0.0065,-0.40575,0.04175,-0.073,-0.09875,-0.145,-0.13675,-0.074,-0.0585,0.287,-0.114,-0.24875,0.0755,0.073,-0.0115,-0.07,-0.0475,cluster3
0.05375,0.326,0.126,0.1715,-0.19925,-0.002,0.032,0.102,0.035,0.0935,0.31675,0.05475,0.1165,0.0295,0.01025,0.1035,0.05825,0.05725,0.1045,0.67425,cluster3
0.057,-0.0505,-0.19475,-0.03725,-0.47825,-0.08425,-0.11675,0.039,-0.0835,-0.08925,-0.052,-0.176,-0.025,-0.104,-0.4645,-0.09275,-0.026,-0.095,-0.14625,0,cluster3
-0.0055,0.0495,-0.17375,0.0715,-0.243,0.1245,-0.154,0.1055,0.149,-0.09575,0.0065,-0.1305,0.085,0.039,-0.01525,-0.102,-0.005,0.01375,0.01025,0.4275,cluster3
-0.008,0.0845,-0.09575,0.061,-0.46325,-0.06325,0.05425,-0.0625,-0.024,-0.0345,0.14425,-0.19225,-0.083,-0.09225,-0.189,-0.03275,0.03925,-0.03075,-0.0795,0.23825,cluster3
0.031,0.2435,0.14825,0.149,-0.20975,0.05925,-0.01975,0.0895,-0.00675,0.3305,0.11625,0.03975,0.2205,-0.01325,-0.01775,0.03225,-0.0935,0.053,0.046,0.503,cluster3
0.03275,0.0375,-0.003,0.07525,-0.192,0.07825,0.0595,0.083,0.01575,0.08075,0.011,0.0395,0.06725,-0.022,-0.11225,-0.0155,-0.078,0.047,0.02725,0.348,cluster3
0.067,0.12775,-0.32075,0.07275,-0.28025,0.2375,-0.05575,0.073,-0.006,0.1675,-0.08275,0.0075,0.12275,-0.0345,-0.067,-0.025,-0.10575,0.04275,-0.013,0.411,cluster3
0.02725,0.20725,-0.09375,0.17425,-0.4725,-0.104,0.03125,-0.0215,0.05175,-0.24825,0.204,0.03175,-0.07475,0.042,-0.0295,0.24025,0.06125,0.0375,0.018,0.381,cluster3
0.02425,0.0915,-0.06475,-0.0405,-0.21025,-0.00675,-0.038,-0.015,-0.06075,-0.157,0.22125,-0.01675,0.00025,-0.03425,0.02075,0.08225,0.10525,-0.01425,-0.096,0.49975,cluster3
-0.03825,-0.0875,0.288,-0.01125,-0.26575,-0.25425,-0.095,-0.028,-0.1275,-0.1965,-0.0045,-0.19725,-0.03525,-0.127,-0.281,-0.06425,-0.124,-0.146,-0.1995,0.048,cluster3
-0.13825,-0.0695,-0.61675,-0.00825,-0.2495,-0.20675,-0.061,-0.1155,-0.0775,-0.2135,-0.1195,-0.2465,-0.10975,-0.1575,-0.18975,-0.01275,-0.0395,-0.123,-0.12075,0.3395,cluster3
0.0295,0.05075,-0.115,0.13,-0.2355,-0.0465,0.062,0.1005,0.0045,-0.166,-0.07825,-0.0305,0.14375,0.0565,-0.08825,-0.08775,0.21375,0.04925,-0.06575,0.126,cluster3
0.0075,0.00375,-0.0715,0.01675,-0.24825,-0.079,0.05625,-0.009,-0.10525,-0.0635,0.0385,-0.0955,0.04475,-0.03475,-0.0235,-0.18175,0.109,-0.00075,-0.0745,0.238,cluster3
0.09,0.26325,0.23975,0.187,-0.1975,0.05725,0.0855,0.17425,0.064,0.0115,0.21925,0.1115,0.157,0.0845,0.05475,0.075,0.007,0.12725,0.089,0.65125,cluster3
-0.02175,0.24325,-0.374,0.05375,-0.33075,0.0425,-0.2055,-0.01625,0.0165,-0.21525,-0.29525,0.051,-0.13675,-0.02025,-0.4115,0.07175,-0.026,0.029,0.02675,0.498,cluster3
-0.009,-0.06175,-0.344,-0.02075,-0.34225,-0.06925,0.04225,-0.06775,0.00875,-0.1075,0.017,-0.1375,0.3225,-0.07675,-0.11775,0.14375,0.08625,-0.05925,-0.1715,0.249,cluster3
0.052,0.09975,0.1555,-0.1025,-0.123,0.1625,0.03675,-0.053,-0.048,-0.07375,0.0625,0.02425,0.145,-0.0865,0.06975,0.03425,0.0725,-0.011,-0.0705,0.55825,cluster3
-0.00675,0.12725,-0.13075,0.097,-0.293,-0.07375,-0.042,-0.0485,-0.036,-0.20275,0.18325,-0.0925,-0.10025,-0.09125,-0.16425,0.07325,0.03,-0.0295,-0.0645,0.26675,cluster3
0.02775,0.06625,-0.12775,0.15875,-0.12025,-0.073,-0.07225,0.15175,0.15975,0.01375,0.05325,-0.056,0.08075,0.04525,0.0105,0.086,0.18025,0.075,0.11975,0.36875,cluster3
0.092,0.17075,-0.04675,0.04075,-0.27,-0.061,-0.05325,0.0045,-0.09025,-0.06725,-0.0305,-0.026,0.0585,-0.0315,-0.1055,0.02675,0.0805,0.03925,0.021,0.28225,cluster3
-0.04625,-0.075,-0.0865,-0.0405,-0.04425,0.1505,-0.0275,-0.063,0.167,0.03975,0.18975,-0.07675,0.12725,0.05175,0.14575,0.05175,-0.036,-0.01325,0.104,0.34675,cluster3
0.10725,0.23975,-0.00475,0.25725,-0.135,0.04425,0.06225,0.10675,0.1475,0.067,0.11625,-0.02525,0.563,0.17875,0.146,0.16025,0.3205,0.1715,0.23225,0.45225,cluster3
0.0615,0.323,-0.07675,0.21375,-0.3565,0.19575,-0.03725,-0.0105,0.14375,-0.03525,0.08625,-0.16275,-0.2325,0.0235,-0.16475,0.02475,-0.09025,0.013,0.138,0.11775,cluster3
0.0205,0.21325,0.02075,0.14475,-0.29475,0.165,-0.04175,0.0705,-0.0705,-0.1755,-0.096,-0.0125,0.1715,0.03325,0.019,0.05825,-0.07075,0.07925,0.024,0.23225,cluster3
0.04825,0.20525,0.145,0.1935,-0.12875,0.07,-0.00325,0.20625,0.16125,0.035,0.15025,0.04775,0.1385,0.1115,0.14625,0.144,-0.00475,0.105,0.10025,0.39925,cluster3
0.02675,0.228,-0.0765,0.16675,-0.1875,0.03675,-0.01475,0.03725,-0.03325,-0.22575,-0.05075,0.042,-0.01725,0.089,-0.026,0.123,-0.01625,0.1465,0.07125,0.19775,cluster3
0.0705,0.06575,0.21075,0.11475,-0.6965,0.013,-0.00625,0.061,-0.00825,0.11925,0.089,0.014,0.0675,0.01925,0.02,0.1065,-0.07825,0.08125,-0.013,0.262,cluster3
-0.10175,0.05325,-0.10675,0.0535,-0.4905,0.025,-0.244,0.029,0.041,-0.113,-0.10775,-0.2345,0.3605,0.10625,-0.17925,0.1215,0.043,0.04825,-0.02225,0.19175,cluster3
0.0315,0.2165,0.18925,0.16075,-0.08375,-0.06625,0.01875,0.27025,0.17125,0.0105,0.13025,0.1535,-0.2095,0.176,0.1905,0.0875,0.15725,0.17625,0.1525,0.795,cluster3
0.06125,0.041,-0.00325,-0.00675,-0.15725,0.138,-0.04925,-0.05325,-0.11025,-0.09775,0.0205,-0.0315,0.02825,-0.0355,-0.00575,0.03075,-0.095,0.00475,-0.00075,0.26825,cluster3
-0.0445,0.084,0.1195,0.0895,-0.12975,0.0445,-0.04275,0.0625,-0.057,-0.11275,0.05725,0.00325,0.23425,0.07225,0.0815,0.0445,0.134,0.0675,0.085,0.44075,cluster3
-0.0365,0.07275,-0.2565,0.22025,-0.3275,-0.0635,0.069,0.148,0.1445,-0.457,0.44675,-0.001,0.31575,0.04,0.00475,0.15475,0.1465,0.08525,-0.037,0.25925,cluster3
0.0935,0.195,0.1125,0.04975,-0.243,0.1045,-0.008,0.11075,-0.04775,-0.04775,0.02475,0.05825,0.0655,0.01025,0.012,0.0275,-0.085,0.0265,-0.055,0.4995,cluster3
0.09975,0.1425,-0.0275,-0.0425,-0.038,-0.02625,-0.077,-0.07825,-0.2515,-0.19325,0.16025,0.044,-0.131,-0.1,-0.1535,-0.0405,0.00525,-0.03875,-0.30975,0.311,cluster3
0.04975,0.43625,-0.00925,0.33825,-0.3745,0.04625,0.06575,-0.079,0.0045,-0.1245,-0.02175,0.0935,0.03575,0.01275,-0.09575,0.19225,-0.00125,0.19275,0.10375,0.321,cluster3
-0.0275,0.43225,0.0605,0.1755,-0.157,0.036,-0.08625,0.268,-0.0415,0.278,0.17175,-0.052,0.22125,-0.025,0.14875,0.096,0.19225,-0.0135,0.106,0.55325,cluster3
-0.006,0.21525,0.02225,0.139,-0.06,0.0935,0.041,-0.051,0.1485,-0.231,0.17,0.0895,0.02125,0.0505,0.046,0.15675,0.1015,0.09075,0.0325,0.5005,cluster3
0.06775,0.223,-0.0025,0.0955,-0.14975,-0.05525,0.03225,0.01175,-0.1355,-0.0605,0.09575,0.0605,0.22025,0.03925,0.041,0.105,0.173,0.092,0.013,0.3525,cluster3
0.0125,0.07925,-0.14325,0.00175,-0.168,0.151,-0.05675,0.06275,-0.063,-0.08625,0.186,-0.02875,0.00775,-0.003,0.06375,0.0075,0.05375,0.03025,0.07325,0.53875,cluster3
-0.014,0.17325,-0.033,-0.005,-0.25,-0.04625,-0.0235,-0.0065,-0.156,-0.11575,0.04825,-0.071,0.1075,-0.06825,-0.0975,-0.05175,-0.01125,-0.03075,-0.04825,0.27275,cluster3
-0.01025,0.04075,0.088,-0.09225,-0.0535,0.05175,0.05975,-0.09275,-0.18825,-0.0335,0.30275,-0.114,0.223,0.0455,0.17675,0.0085,0.026,-0.07725,0.00825,0.52375,cluster3
0.011,0.35575,0.3575,0.16525,-0.21025,0.08475,-0.0545,0.06625,-0.04375,0.0965,0.2535,0.0805,0.1155,-0.00325,0.106,0.0905,-0.034,0.067,-0.0115,0.996,cluster3
-0.02225,0.21,-0.30675,0.11775,-0.1305,0.0605,-0.07775,0.2965,0.04175,-0.05725,0.105,0.20975,0.16075,0.12025,0.06825,0.18725,0.18375,0.1735,0.08225,0.4555,cluster3
-0.11775,-0.2005,-0.164,-0.00875,-0.11275,-0.10275,-0.03925,0.14175,0.0065,-0.2675,0.095,0.07,-0.1705,-0.0135,-0.43475,0.00275,-0.13975,0.05025,0.07,-0.13975,cluster3
-0.0085,0.315,-0.13075,0.0655,-0.38925,-0.0965,0.0255,-0.0185,-0.07925,-0.271,0.226,0.02025,0.1115,0.0255,-0.026,0.15975,0.14275,0.0515,0.04475,0.64925,cluster3
-0.0445,0.22425,0.21925,0.18525,-0.13225,0.1155,0.0025,0.023,0.00225,-0.11875,0.2255,0.17875,0.247,0.142,0.1575,0.2,0.309,0.1805,0.144,0.59225,cluster3
0.07275,0.23275,-0.12625,0.07575,-0.36225,-0.0665,-0.0405,0.00425,-0.1525,-0.035,0.08975,-0.00775,0.03725,-0.06875,-0.07225,-0.0115,0.0385,-0.011,-0.0765,0.5,cluster3
-0.018,-0.05175,-0.175,-0.03475,-0.13875,0.2715,0.03725,0.0225,0.108,0.0135,0.306,-0.17125,0.00575,-0.03,0.10675,-0.065,-0.00075,0.02,-0.139,0.401,cluster3
-0.02775,0.17425,0.13425,0.1055,-0.1375,0.05575,0.025,0.185,0.0905,-0.065,0.23025,-0.0635,0.23575,-0.05675,0.12125,0.06775,0.0955,0.092,0.147,0.73475,cluster3
-0.149,-0.12175,0.07875,-0.075,-0.05875,0.1245,0.02375,-0.12325,-0.00775,-0.146,0.19025,-0.09925,0.05575,0.01275,0.07525,0.14525,0.1255,0.013,0.08875,0.38025,cluster3
-0.01375,0.248,0.2185,0.061,-0.2005,0.092,0.08925,0.076,0.115,-0.04675,0.15925,0.09,0.081,0.06775,0.1355,0.1725,0.06625,0.11875,0.0705,0.63375,cluster3
0.05475,0.18875,0.0625,0.0915,-0.441,-0.0105,0.027,0.08575,-0.0435,-0.176,0.3325,0.02775,0.03875,-0.04275,0.01325,0.01825,0.104,0.03075,-0.03375,0.25975,cluster3
-0.04025,0.21125,0.05025,0.05675,-0.2725,-0.007,0.0405,-0.01075,-0.0535,0.018,0.19275,-0.091,0.08025,-0.01175,0.0285,0.12125,0.14025,0.01675,0.01225,0.36075,cluster3
0.018,-0.10925,0.167,-0.0265,-0.13425,0.00875,-0.003,-0.118,-0.08275,0.13375,0.04675,-0.19975,-0.06025,-0.055,-0.05825,-0.065,0.00325,-0.037,-0.06825,0.2315,cluster3
0.1095,0.09375,0.07175,0.12925,-0.095,0.02475,-0.02775,0.00925,0.033,0.5225,0.073,0.00975,0.11625,0.071,0.0665,0.0545,0.2155,0.042,0.044,0.282,cluster3
0.00725,0.003,-0.01175,0.01525,-0.0915,-0.02225,-0.034,-0.04625,0.05075,-0.144,0.114,-0.114,0.096,-0.01925,0.08725,-0.1495,0.124,-0.05225,-0.052,0.51125,cluster3
0.0165,0.157,-0.018,0.113,-0.201,0.065,-0.07525,0.092,0.136,-0.054,0.01125,-0.03425,-0.543,0.0255,0.04975,-0.04425,-0.0215,0.066,0.00575,0.352,cluster3
0.09275,0.29125,0.0835,0.19925,-0.30575,0.039,0.03425,0.146,-0.03725,0.05825,-0.05175,0.13675,0.02575,0.08375,0.0835,0.081,0.03425,0.1095,0.05425,0.41525,cluster3
-0.0105,0.09275,-0.247,0.092,-0.2985,-0.05525,-0.03225,-0.0025,-0.00275,-0.187,0.30575,-0.01825,-0.21875,-0.007,-0.15275,0.0745,0.21925,0.00375,-0.09575,0.32125,cluster3
-0.01025,0.1275,-0.211,0.0115,-0.67575,0.0695,-0.0275,0.03875,-0.15925,-0.06225,0.044,-0.165,-0.11475,-0.11675,-0.205,-0.0995,0.013,-0.08675,-0.19025,0.39375,cluster3
-0.00875,0.10675,-0.2685,0.0655,-0.3695,-0.0355,-0.108,-0.02625,-0.09575,-0.3325,0.06975,-0.30075,0.268,-0.09725,-0.07,-0.1765,0.05075,-0.00575,-0.1395,0.598,cluster3
0.01225,0.05025,-0.206,0.00425,-0.10025,0.051,0.0055,0.10875,-0.00475,-0.192,0.20875,0.04,0.044,0.04075,0.0125,-0.03625,0.0495,0.01325,-0.03425,0.257,cluster3
-0.0655,0.2085,0.015,0.04075,-0.328,0.0365,-0.004,-0.00225,0.0275,-0.03275,0.03775,-0.19225,0.1725,-0.01875,-0.099,0.18675,0.0395,-0.02725,-0.27375,0.348,cluster3
-0.232,0.1365,0.03925,0.08325,0.11575,-0.06775,-0.05925,-0.0095,0.0805,0.51825,0.3905,-0.0115,0.118,-0.01325,0.1045,-0.0555,0.1075,0.00125,0.00725,0.61325,cluster3
0.126,0.188,0.53,-0.089,-0.00575,0.348,0.02525,-0.14425,-0.01975,-0.06625,0.07525,-0.12175,0.5295,-0.04925,0.00075,0.2195,-0.017,-0.0585,-0.431,0.4705,cluster3
-0.162,0.14175,0.42975,0.397,0.4865,-0.11825,0.0175,0.43925,0.50025,0.4835,0.05575,0.27975,0.602,0.7255,0.55925,0.33925,0.25875,0.43225,0.541,0.7345,cluster4
-0.274,0.3155,0.8805,0.8245,0.97325,0.0255,0.05075,0.67775,0.8505,0.1645,0.456,0.6565,0.8015,0.849,0.99325,0.73475,0.61125,0.76175,0.734,-0.0955,cluster4
-0.2645,0.316,0.833,0.899,0.98075,0.03675,0.049,0.7495,0.90775,0.171,0.49425,0.7215,0.887,0.88225,1.05825,0.7675,0.674,0.82375,0.77275,-0.1085,cluster4
-0.2555,0.3065,0.77425,0.88625,0.89225,0.04375,0.04425,0.858,1.03525,0.19475,0.44775,0.8465,0.83975,0.84175,1.001,0.7455,0.6855,0.8975,0.813,0.033,cluster4
-0.26375,0.26475,0.61875,0.35325,0.1685,0.15525,0.07225,0.3045,0.345,-0.2895,-0.015,0.08425,0.497,0.569,0.2655,0.14125,0.239,0.352,0.28375,0.81225,cluster4
-0.1555,0.34775,0.652,0.66775,0.968,0.23725,0.04025,0.75825,0.86125,0.2585,0.74175,0.605,0.7615,0.59875,0.67675,0.57425,0.38375,0.63,0.7455,0.26575,cluster4
-0.152,0.07775,0.52425,0.11725,0.55075,-0.16025,0.217,0.4905,0.49675,0.018,0.3715,0.59325,0.7725,0.31775,0.40225,0.30625,0.09175,0.4445,0.44375,0.3195,cluster4
-0.166,0.3345,0.6665,0.7465,0.997,0.14075,0.055,0.80325,0.9015,0.22775,0.798,0.7735,0.84125,0.71,0.74025,0.665,0.53175,0.79275,0.782,0.14575,cluster4
-0.174,0.3145,0.62725,0.6885,0.96575,0.13625,0.067,0.73775,0.8585,0.2585,0.7265,0.7345,0.79025,0.6895,0.71975,0.6,0.49725,0.7645,0.75675,0.20975,cluster4
-0.157,0.23875,0.472,0.5155,0.8165,0.189,0.04925,0.59,0.72525,0.21275,0.57825,0.554,0.61775,0.514,0.59675,0.3775,0.31175,0.565,0.575,0.643,cluster4
-0.19875,0.2255,0.3775,0.40025,0.59825,0.242,0.04525,0.449,0.6145,0.2155,0.37075,0.369,0.45125,0.24275,0.34525,0.239,0.134,0.285,0.39775,0.235,cluster4
-0.19025,0.30625,0.42875,0.5105,0.82275,0.21275,0.0775,0.582,0.70675,0.22275,0.47525,0.51275,0.5635,0.4555,0.51425,0.37375,0.20975,0.52525,0.5995,0.25475,cluster4
-0.12025,0.23675,0.2595,0.38025,0.6055,0.23775,0.04175,0.41825,0.564,0.21075,0.275,0.33425,0.34975,0.254,0.34775,0.23575,0.0955,0.303,0.40175,0.217,cluster4
-0.142,0.483,0.56625,0.6365,0.892,0.25125,0.04625,0.6965,0.81875,0.2165,0.6405,0.686,0.6855,0.58475,0.6185,0.53675,0.415,0.68375,0.7005,0.281,cluster4
